,session_id,month,weekYear,season,item_id,duration,timestamps,item_ids,durations
2025,545713.0,12.0,52,4.0,"[15182.0, 25173.0, 12608.0, 17005.0]","[1.0, 1.0, 1.0, 1.0]","[1609097118.387, 1609097143.522, 1609097260.225, 1609097704.853]","[[15182.0, 25173.0, 12608.0, 17005.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2026,545744.0,3.0,13,1.0,"[16411.0, 4564.0]","[1.0, 1.0]","[1617141115.372, 1617141167.01]","[[16411.0, 4564.0, 16411.0, 4564.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2027,545774.0,6.0,23,2.0,"[2561.0, 3520.0, 26103.0]","[1.0, 1.0, 1.0]","[1591553449.186, 1591553510.651, 1591553712.072]","[[2561.0, 3520.0, 26103.0, 2561.0], [26103.0, 2561.0, 3520.0, 26103.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
2028,546054.0,7.0,28,2.0,"[283.0, 8910.0]","[1.0, 1.0]","[1594046780.898, 1594055423.047]","[[283.0, 8910.0, 283.0, 8910.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2029,546559.0,8.0,33,2.0,"[18564.0, 18018.0]","[1.0, 1.0]","[1597396630.848, 1597396640.615]","[[18564.0, 18018.0, 18564.0, 18018.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2030,546617.0,11.0,47,3.0,"[13057.0, 7708.0, 7449.0, 22954.0]","[1.0, 1.0, 1.0, 1.0]","[1605535625.761, 1605535808.681, 1605536370.506, 1605536377.882]","[[13057.0, 7708.0, 7449.0, 22954.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2031,546934.0,7.0,29,2.0,"[27473.0, 9197.0]","[1.0, 1.0]","[1595194284.236, 1595194400.782]","[[27473.0, 9197.0, 27473.0, 9197.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2032,547640.0,11.0,49,3.0,"[4773.0, 14190.0]","[1.0, 1.0]","[1606695807.501, 1606695851.299]","[[4773.0, 14190.0, 4773.0, 14190.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2033,547886.0,6.0,24,2.0,"[6399.0, 469.0]","[1.0, 1.0]","[1591901608.33, 1591901743.251]","[[6399.0, 469.0, 6399.0, 469.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2034,547894.0,4.0,14,1.0,"[10693.0, 16195.0]","[1.0, 1.0]","[1617997530.179, 1617997720.435]","[[10693.0, 16195.0, 10693.0, 16195.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2035,548140.0,3.0,11,1.0,"[22375.0, 36.0]","[1.0, 1.0]","[1616032832.11, 1616033019.87]","[[22375.0, 36.0, 22375.0, 36.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2036,548169.0,12.0,49,4.0,"[10693.0, 7628.0]","[1.0, 1.0]","[1606818629.807, 1606818665.117]","[[10693.0, 7628.0, 10693.0, 7628.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2037,548192.0,5.0,20,1.0,"[23795.0, 23289.0]","[1.0, 1.0]","[1621769592.266, 1621770110.569]","[[23795.0, 23289.0, 23795.0, 23289.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2038,548330.0,5.0,20,1.0,"[16036.0, 20914.0]","[1.0, 1.0]","[1621343772.518, 1621343774.154]","[[16036.0, 20914.0, 16036.0, 20914.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2039,548356.0,4.0,13,1.0,"[18770.0, 5105.0]","[1.0, 1.0]","[1617293818.014, 1617293832.735]","[[18770.0, 5105.0, 18770.0, 5105.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2040,548500.0,5.0,21,1.0,"[20612.0, 20612.0]","[1.0, 1.0]","[1622299891.484, 1622299919.673]","[[20612.0, 20612.0, 20612.0, 20612.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2041,548913.0,5.0,20,1.0,"[13093.0, 10137.0]","[1.0, 1.0]","[1589300641.553, 1589306097.03]","[[13093.0, 10137.0, 13093.0, 10137.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2042,549052.0,5.0,19,1.0,"[6141.0, 14744.0]","[1.0, 1.0]","[1588970035.838, 1588971527.792]","[[6141.0, 14744.0, 6141.0, 14744.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2043,549149.0,3.0,09,1.0,"[26257.0, 26257.0]","[1.0, 1.0]","[1614840070.967, 1614866101.654]","[[26257.0, 26257.0, 26257.0, 26257.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2044,549489.0,11.0,47,3.0,"[10117.0, 6776.0]","[1.0, 1.0]","[1605534680.67, 1605548069.664]","[[10117.0, 6776.0, 10117.0, 6776.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2045,549556.0,5.0,20,1.0,"[8265.0, 8265.0]","[1.0, 1.0]","[1621448507.157, 1621448525.049]","[[8265.0, 8265.0, 8265.0, 8265.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2046,549703.0,5.0,18,1.0,"[11802.0, 18040.0]","[1.0, 1.0]","[1620389271.501, 1620389670.532]","[[11802.0, 18040.0, 11802.0, 18040.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2047,549711.0,2.0,05,4.0,"[8623.0, 19463.0]","[1.0, 1.0]","[1612275103.136, 1612277565.123]","[[8623.0, 19463.0, 8623.0, 19463.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2048,549834.0,8.0,33,2.0,"[1272.0, 15308.0]","[1.0, 1.0]","[1597217154.357, 1597217163.574]","[[1272.0, 15308.0, 1272.0, 15308.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2049,550063.0,5.0,20,1.0,"[7005.0, 10085.0]","[1.0, 1.0]","[1589375169.089, 1589375736.447]","[[7005.0, 10085.0, 7005.0, 10085.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2050,550286.0,10.0,40,3.0,"[8487.0, 12353.0]","[1.0, 1.0]","[1601521221.514, 1601521718.52]","[[8487.0, 12353.0, 8487.0, 12353.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2051,550583.0,12.0,49,4.0,"[1288.0, 18332.0]","[1.0, 1.0]","[1606846626.554, 1606846678.893]","[[1288.0, 18332.0, 1288.0, 18332.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2052,550744.0,3.0,13,1.0,"[11136.0, 17182.0, 11423.0]","[1.0, 1.0, 1.0]","[1585246465.004, 1585246570.41, 1585246779.585]","[[11136.0, 17182.0, 11423.0, 11136.0], [11423.0, 11136.0, 17182.0, 11423.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
2053,551376.0,11.0,48,3.0,"[5292.0, 24029.0]","[1.0, 1.0]","[1606555132.67, 1606555813.293]","[[5292.0, 24029.0, 5292.0, 24029.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2054,551485.0,8.0,35,2.0,"[26045.0, 2143.0]","[1.0, 1.0]","[1598231301.684, 1598311544.741]","[[26045.0, 2143.0, 26045.0, 2143.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2055,551745.0,8.0,34,2.0,"[2155.0, 3774.0]","[1.0, 1.0]","[1597930102.085, 1597930186.464]","[[2155.0, 3774.0, 2155.0, 3774.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2056,552168.0,5.0,21,1.0,"[21594.0, 23412.0]","[1.0, 1.0]","[1621885727.349, 1621885748.392]","[[21594.0, 23412.0, 21594.0, 23412.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2057,553145.0,4.0,15,1.0,"[23772.0, 16687.0, 10478.0]","[1.0, 1.0, 1.0]","[1586367570.833, 1586367962.77, 1586369033.231]","[[23772.0, 16687.0, 10478.0, 23772.0], [10478.0, 23772.0, 16687.0, 10478.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
2058,553435.0,4.0,16,1.0,"[15995.0, 4118.0, 11640.0]","[1.0, 1.0, 1.0]","[1619252986.446, 1619253002.378, 1619253039.392]","[[15995.0, 4118.0, 11640.0, 15995.0], [11640.0, 15995.0, 4118.0, 11640.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
2059,553683.0,8.0,36,2.0,"[15514.0, 19716.0, 17343.0]","[1.0, 1.0, 1.0]","[1598864125.074, 1598864287.118, 1598864337.241]","[[15514.0, 19716.0, 17343.0, 15514.0], [17343.0, 15514.0, 19716.0, 17343.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
2060,553943.0,11.0,48,3.0,"[1741.0, 3364.0]","[1.0, 1.0]","[1606585243.108, 1606590569.197]","[[1741.0, 3364.0, 1741.0, 3364.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2061,553944.0,3.0,09,1.0,"[11378.0, 27465.0, 8242.0]","[1.0, 1.0, 1.0]","[1615106435.56, 1615106599.831, 1615106849.492]","[[11378.0, 27465.0, 8242.0, 11378.0], [8242.0, 11378.0, 27465.0, 8242.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
2062,554089.0,12.0,49,4.0,"[7179.0, 16218.0, 22704.0]","[1.0, 1.0, 1.0]","[1607190984.863, 1607191052.002, 1607191178.276]","[[7179.0, 16218.0, 22704.0, 7179.0], [22704.0, 7179.0, 16218.0, 22704.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
2063,554301.0,5.0,21,1.0,"[11446.0, 11446.0]","[1.0, 1.0]","[1622308160.316, 1622317709.786]","[[11446.0, 11446.0, 11446.0, 11446.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2064,554421.0,5.0,21,1.0,"[10439.0, 1129.0]","[1.0, 1.0]","[1622410079.934, 1622410109.058]","[[10439.0, 1129.0, 10439.0, 1129.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2065,554811.0,12.0,52,4.0,"[5571.0, 20175.0]","[1.0, 1.0]","[1609107701.687, 1609107938.324]","[[5571.0, 20175.0, 5571.0, 20175.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2066,555154.0,5.0,21,1.0,"[25389.0, 4092.0]","[1.0, 1.0]","[1621927905.254, 1621927989.255]","[[25389.0, 4092.0, 25389.0, 4092.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2067,555510.0,2.0,08,4.0,"[211.0, 10912.0]","[1.0, 1.0]","[1582283059.164, 1582283444.263]","[[211.0, 10912.0, 211.0, 10912.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2068,555591.0,12.0,52,4.0,"[12132.0, 7965.0]","[1.0, 1.0]","[1608971830.841, 1608971883.266]","[[12132.0, 7965.0, 12132.0, 7965.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2069,555681.0,4.0,16,1.0,"[23275.0, 18430.0]","[1.0, 1.0]","[1587211708.852, 1587212972.529]","[[23275.0, 18430.0, 23275.0, 18430.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2070,556574.0,8.0,32,2.0,"[3854.0, 24940.0]","[1.0, 1.0]","[1596722938.864, 1596723128.288]","[[3854.0, 24940.0, 3854.0, 24940.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2071,556676.0,12.0,53,4.0,"[1223.0, 9478.0]","[1.0, 1.0]","[1609177357.354, 1609178153.617]","[[1223.0, 9478.0, 1223.0, 9478.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2072,557062.0,12.0,51,4.0,"[14927.0, 18520.0]","[1.0, 1.0]","[1608038864.315, 1608038988.772]","[[14927.0, 18520.0, 14927.0, 18520.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2073,557092.0,6.0,25,2.0,"[13135.0, 14497.0]","[1.0, 1.0]","[1592216710.516, 1592217427.036]","[[13135.0, 14497.0, 13135.0, 14497.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2074,557314.0,11.0,48,3.0,"[3244.0, 26097.0]","[1.0, 1.0]","[1606583943.138, 1606601253.326]","[[3244.0, 26097.0, 3244.0, 26097.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2075,557415.0,9.0,39,3.0,"[5951.0, 2654.0]","[1.0, 1.0]","[1600660546.907, 1600660672.154]","[[5951.0, 2654.0, 5951.0, 2654.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2076,557671.0,2.0,09,4.0,"[2502.0, 1654.0]","[1.0, 1.0]","[1582747777.724, 1582748084.292]","[[2502.0, 1654.0, 2502.0, 1654.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2077,557881.0,5.0,21,1.0,"[20206.0, 19285.0]","[1.0, 1.0]","[1622122380.438, 1622122884.278]","[[20206.0, 19285.0, 20206.0, 19285.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2078,557941.0,5.0,21,1.0,"[6491.0, 6625.0]","[1.0, 1.0]","[1622125984.909, 1622126067.111]","[[6491.0, 6625.0, 6491.0, 6625.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2079,558352.0,5.0,21,1.0,"[7004.0, 19142.0]","[1.0, 1.0]","[1590143259.737, 1590143511.602]","[[7004.0, 19142.0, 7004.0, 19142.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2080,558756.0,3.0,12,1.0,"[17683.0, 26330.0]","[1.0, 1.0]","[1616743029.545, 1616743319.701]","[[17683.0, 26330.0, 17683.0, 26330.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2081,558937.0,2.0,07,4.0,"[26529.0, 20197.0]","[1.0, 1.0]","[1581388850.065, 1581389369.03]","[[26529.0, 20197.0, 26529.0, 20197.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2082,560336.0,5.0,20,1.0,"[9350.0, 10443.0, 23005.0]","[1.0, 1.0, 1.0]","[1589453627.085, 1589453730.901, 1589454149.781]","[[9350.0, 10443.0, 23005.0, 9350.0], [23005.0, 9350.0, 10443.0, 23005.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
2083,560428.0,5.0,20,1.0,"[1474.0, 3273.0]","[1.0, 1.0]","[1621486595.762, 1621486711.345]","[[1474.0, 3273.0, 1474.0, 3273.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2084,560444.0,4.0,17,1.0,"[1567.0, 21469.0]","[1.0, 1.0]","[1619463877.424, 1619463907.353]","[[1567.0, 21469.0, 1567.0, 21469.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2085,560459.0,8.0,32,2.0,"[27491.0, 23487.0]","[1.0, 1.0]","[1596476831.911, 1596483128.993]","[[27491.0, 23487.0, 27491.0, 23487.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2086,560625.0,5.0,21,1.0,"[27853.0, 15355.0]","[1.0, 1.0]","[1590194658.984, 1590235813.654]","[[27853.0, 15355.0, 27853.0, 15355.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2087,560667.0,12.0,50,4.0,"[10383.0, 13269.0]","[1.0, 1.0]","[1607520955.574, 1607521555.436]","[[10383.0, 13269.0, 10383.0, 13269.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2088,560700.0,3.0,09,1.0,"[25219.0, 15664.0]","[1.0, 1.0]","[1614601945.545, 1614602926.689]","[[25219.0, 15664.0, 25219.0, 15664.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2089,560829.0,3.0,10,1.0,"[4173.0, 17289.0]","[1.0, 1.0]","[1615658843.155, 1615659532.422]","[[4173.0, 17289.0, 4173.0, 17289.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2090,561041.0,8.0,32,2.0,"[21188.0, 12802.0]","[1.0, 1.0]","[1596832751.441, 1596833025.871]","[[21188.0, 12802.0, 21188.0, 12802.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2091,561804.0,2.0,06,4.0,"[24839.0, 17560.0]","[1.0, 1.0]","[1581185519.391, 1581195096.923]","[[24839.0, 17560.0, 24839.0, 17560.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2092,561852.0,5.0,19,1.0,"[19462.0, 15446.0]","[1.0, 1.0]","[1621150715.23, 1621150787.332]","[[19462.0, 15446.0, 19462.0, 15446.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2093,561893.0,3.0,09,1.0,"[11321.0, 25407.0]","[1.0, 1.0]","[1614629040.046, 1614629061.741]","[[11321.0, 25407.0, 11321.0, 25407.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2094,562006.0,5.0,18,1.0,"[158.0, 1128.0]","[1.0, 1.0]","[1620116302.55, 1620116386.554]","[[158.0, 1128.0, 158.0, 1128.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2095,562318.0,12.0,53,4.0,"[23285.0, 7219.0]","[1.0, 1.0]","[1609286714.803, 1609286761.771]","[[23285.0, 7219.0, 23285.0, 7219.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2096,562729.0,7.0,27,2.0,"[19716.0, 10477.0]","[1.0, 1.0]","[1593614695.692, 1593614742.145]","[[19716.0, 10477.0, 19716.0, 10477.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2097,563560.0,11.0,48,3.0,"[14826.0, 2447.0]","[1.0, 1.0]","[1606640629.338, 1606649089.697]","[[14826.0, 2447.0, 14826.0, 2447.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2098,563597.0,10.0,43,3.0,"[24368.0, 16394.0, 5963.0]","[1.0, 1.0, 1.0]","[1603435117.4, 1603435148.229, 1603436374.656]","[[24368.0, 16394.0, 5963.0, 24368.0], [5963.0, 24368.0, 16394.0, 5963.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
2099,563774.0,9.0,40,3.0,"[17089.0, 19788.0]","[1.0, 1.0]","[1601405381.831, 1601405475.307]","[[17089.0, 19788.0, 17089.0, 19788.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2100,564220.0,2.0,05,4.0,"[5691.0, 16232.0]","[1.0, 1.0]","[1612425759.503, 1612426655.235]","[[5691.0, 16232.0, 5691.0, 16232.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2101,564290.0,11.0,48,3.0,"[22676.0, 2051.0]","[1.0, 1.0]","[1606472005.965, 1606472364.475]","[[22676.0, 2051.0, 22676.0, 2051.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2102,565319.0,7.0,29,2.0,"[25764.0, 26708.0]","[1.0, 1.0]","[1594660259.877, 1594660300.769]","[[25764.0, 26708.0, 25764.0, 26708.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2103,565491.0,10.0,41,3.0,"[20566.0, 23241.0, 25907.0]","[1.0, 1.0, 1.0]","[1602227877.244, 1602227900.855, 1602269898.076]","[[20566.0, 23241.0, 25907.0, 20566.0], [25907.0, 20566.0, 23241.0, 25907.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
2104,565517.0,2.0,07,4.0,"[5251.0, 18558.0]","[1.0, 1.0]","[1581680418.485, 1581689044.12]","[[5251.0, 18558.0, 5251.0, 18558.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2105,566113.0,2.0,06,4.0,"[20775.0, 11529.0]","[1.0, 1.0]","[1580829708.618, 1580829996.325]","[[20775.0, 11529.0, 20775.0, 11529.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2106,566318.0,4.0,16,1.0,"[24227.0, 6735.0]","[1.0, 1.0]","[1587195407.442, 1587195889.53]","[[24227.0, 6735.0, 24227.0, 6735.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2107,566503.0,11.0,45,3.0,"[11929.0, 5833.0]","[1.0, 1.0]","[1604657479.529, 1604658501.949]","[[11929.0, 5833.0, 11929.0, 5833.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2108,566689.0,4.0,16,1.0,"[18981.0, 18868.0, 10548.0]","[1.0, 1.0, 1.0]","[1619288028.234, 1619288849.456, 1619289490.857]","[[18981.0, 18868.0, 10548.0, 18981.0], [10548.0, 18981.0, 18868.0, 10548.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
2109,567215.0,9.0,36,3.0,"[21117.0, 7112.0]","[1.0, 1.0]","[1598982590.516, 1598983287.559]","[[21117.0, 7112.0, 21117.0, 7112.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2110,567335.0,1.0,02,4.0,"[3195.0, 25029.0]","[1.0, 1.0]","[1610897544.669, 1610897682.193]","[[3195.0, 25029.0, 3195.0, 25029.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2111,567634.0,1.0,01,4.0,"[14758.0, 15841.0]","[1.0, 1.0]","[1578100934.259, 1578101378.834]","[[14758.0, 15841.0, 14758.0, 15841.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2112,567703.0,5.0,22,1.0,"[1262.0, 26268.0]","[1.0, 1.0]","[1622457950.105, 1622458109.911]","[[1262.0, 26268.0, 1262.0, 26268.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2113,568586.0,3.0,12,1.0,"[3086.0, 18321.0, 12669.0, 5466.0]","[1.0, 1.0, 1.0, 1.0]","[1616953356.865, 1616953407.116, 1616953536.194, 1616953729.33]","[[3086.0, 18321.0, 12669.0, 5466.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2114,568650.0,5.0,19,1.0,"[25750.0, 22747.0]","[1.0, 1.0]","[1620712255.508, 1620744758.032]","[[25750.0, 22747.0, 25750.0, 22747.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2115,568861.0,9.0,39,3.0,"[21903.0, 5068.0]","[1.0, 1.0]","[1601219821.02, 1601220283.757]","[[21903.0, 5068.0, 21903.0, 5068.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2116,569641.0,3.0,12,1.0,"[11397.0, 16064.0]","[1.0, 1.0]","[1584474631.058, 1584474955.361]","[[11397.0, 16064.0, 11397.0, 16064.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2117,569757.0,5.0,20,1.0,"[11415.0, 16922.0]","[1.0, 1.0]","[1621548491.147, 1621548698.706]","[[11415.0, 16922.0, 11415.0, 16922.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2118,569811.0,9.0,40,3.0,"[15607.0, 695.0, 13545.0]","[1.0, 1.0, 1.0]","[1601407307.37, 1601408258.359, 1601408311.948]","[[15607.0, 695.0, 13545.0, 15607.0], [13545.0, 15607.0, 695.0, 13545.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
2119,569831.0,1.0,01,4.0,"[17685.0, 9922.0]","[1.0, 1.0]","[1610048572.524, 1610048717.365]","[[17685.0, 9922.0, 17685.0, 9922.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2120,569988.0,4.0,17,1.0,"[27225.0, 9159.0]","[1.0, 1.0]","[1587370674.479, 1587370684.337]","[[27225.0, 9159.0, 27225.0, 9159.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2121,570299.0,2.0,06,4.0,"[17826.0, 7217.0]","[1.0, 1.0]","[1612805343.08, 1612806047.298]","[[17826.0, 7217.0, 17826.0, 7217.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2122,570615.0,9.0,36,3.0,"[12800.0, 7833.0]","[1.0, 1.0]","[1599157111.732, 1599157239.877]","[[12800.0, 7833.0, 12800.0, 7833.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2123,570894.0,6.0,26,2.0,"[25830.0, 4005.0]","[1.0, 1.0]","[1593068184.007, 1593068268.113]","[[25830.0, 4005.0, 25830.0, 4005.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2124,571190.0,2.0,06,4.0,"[11578.0, 10548.0]","[1.0, 1.0]","[1613331448.582, 1613341884.303]","[[11578.0, 10548.0, 11578.0, 10548.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2125,571192.0,5.0,22,1.0,"[7111.0, 18544.0]","[1.0, 1.0]","[1622467396.206, 1622467427.031]","[[7111.0, 18544.0, 7111.0, 18544.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2126,571321.0,5.0,19,1.0,"[7047.0, 11015.0, 11015.0, 1818.0]","[1.0, 1.0, 1.0, 1.0]","[1620827542.314, 1620827947.702, 1620828279.223, 1620828839.998]","[[7047.0, 11015.0, 11015.0, 1818.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2127,571533.0,8.0,35,2.0,"[15453.0, 9135.0]","[1.0, 1.0]","[1598717575.33, 1598722651.002]","[[15453.0, 9135.0, 15453.0, 9135.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2128,572209.0,4.0,15,1.0,"[13004.0, 4612.0]","[1.0, 1.0]","[1618652259.916, 1618679027.854]","[[13004.0, 4612.0, 13004.0, 4612.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2129,572557.0,7.0,31,2.0,"[7493.0, 2999.0, 23088.0]","[1.0, 1.0, 1.0]","[1596198194.511, 1596215553.592, 1596229747.133]","[[7493.0, 2999.0, 23088.0, 7493.0], [23088.0, 7493.0, 2999.0, 23088.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
2130,572602.0,9.0,37,3.0,"[18705.0, 10514.0]","[1.0, 1.0]","[1599992163.449, 1599992177.477]","[[18705.0, 10514.0, 18705.0, 10514.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2131,572625.0,2.0,08,4.0,"[1011.0, 7155.0]","[1.0, 1.0]","[1614110011.092, 1614110028.422]","[[1011.0, 7155.0, 1011.0, 7155.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2132,572756.0,6.0,25,2.0,"[23705.0, 11467.0, 16190.0, 14520.0]","[1.0, 1.0, 1.0, 1.0]","[1592335959.415, 1592336296.647, 1592336786.226, 1592337073.802]","[[23705.0, 11467.0, 16190.0, 14520.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2133,572833.0,7.0,29,2.0,"[1711.0, 26077.0]","[1.0, 1.0]","[1595071715.86, 1595071970.818]","[[1711.0, 26077.0, 1711.0, 26077.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2134,572941.0,9.0,36,3.0,"[23828.0, 7540.0]","[1.0, 1.0]","[1599213478.048, 1599228579.661]","[[23828.0, 7540.0, 23828.0, 7540.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2135,573059.0,5.0,19,1.0,"[11044.0, 8861.0]","[1.0, 1.0]","[1621018292.106, 1621020579.105]","[[11044.0, 8861.0, 11044.0, 8861.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2136,573066.0,9.0,37,3.0,"[23241.0, 2507.0]","[1.0, 1.0]","[1599881930.438, 1599882119.446]","[[23241.0, 2507.0, 23241.0, 2507.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2137,573214.0,2.0,07,4.0,"[26146.0, 26146.0]","[1.0, 1.0]","[1581426362.236, 1581446962.829]","[[26146.0, 26146.0, 26146.0, 26146.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2138,573481.0,9.0,37,3.0,"[14229.0, 20155.0]","[1.0, 1.0]","[1599822265.928, 1599822283.342]","[[14229.0, 20155.0, 14229.0, 20155.0]]","[[1.0, 1.0, 1.0, 1.0]]"
2139,574088.0,3.0,13,1.0,"[27589.0, 2110.0, 22788.0]","[1.0, 1.0, 1.0]","[1617010152.614, 1617010157.002, 1617011145.975]","[[27589.0, 2110.0, 22788.0, 27589.0], [22788.0, 27589.0, 2110.0, 22788.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
2140,574324.0,3.0,12,1.0,"[776.0, 1974.0, 1974.0, 13557.0]","[1.0, 1.0, 1.0, 1.0]","[1584829181.282, 1584829471.523, 1584829490.649, 1584830474.237]","[[776.0, 1974.0, 1974.0, 13557.0]]","[[1.0, 1.0, 1.0, 1.0]]"
