,session_id,month,weekYear,season,item_id,duration,item_ids,durations
3101,729182.0,11.0,49,3.0,"[5084.0, 14664.0]","[1.0, 1.0]","[5084.0, 14664.0, 5084.0, 14664.0]","[1.0, 1.0, 1.0, 1.0]"
3102,729211.0,4.0,16,1.0,"[2769.0, 13566.0]","[1.0, 1.0]","[2769.0, 13566.0, 2769.0, 13566.0]","[1.0, 1.0, 1.0, 1.0]"
3103,729530.0,1.0,01,4.0,"[2018.0, 26362.0, 1079.0]","[1.0, 1.0, 1.0]","[2018.0, 26362.0, 1079.0, 2018.0]","[1.0, 1.0, 1.0, 1.0]"
3104,729530.0,1.0,01,4.0,"[2018.0, 26362.0, 1079.0]","[1.0, 1.0, 1.0]","[1079.0, 2018.0, 26362.0, 1079.0]","[1.0, 1.0, 1.0, 1.0]"
3105,729614.0,2.0,06,4.0,"[19678.0, 6836.0]","[1.0, 1.0]","[19678.0, 6836.0, 19678.0, 6836.0]","[1.0, 1.0, 1.0, 1.0]"
3106,729696.0,5.0,20,1.0,"[15969.0, 16631.0]","[1.0, 1.0]","[15969.0, 16631.0, 15969.0, 16631.0]","[1.0, 1.0, 1.0, 1.0]"
3107,729709.0,4.0,17,1.0,"[6736.0, 21890.0]","[1.0, 1.0]","[6736.0, 21890.0, 6736.0, 21890.0]","[1.0, 1.0, 1.0, 1.0]"
3108,729764.0,12.0,51,4.0,"[3906.0, 5367.0]","[1.0, 1.0]","[3906.0, 5367.0, 3906.0, 5367.0]","[1.0, 1.0, 1.0, 1.0]"
3109,729776.0,4.0,16,1.0,"[7365.0, 6743.0]","[1.0, 1.0]","[7365.0, 6743.0, 7365.0, 6743.0]","[1.0, 1.0, 1.0, 1.0]"
3110,729899.0,4.0,17,1.0,"[9849.0, 16044.0]","[1.0, 1.0]","[9849.0, 16044.0, 9849.0, 16044.0]","[1.0, 1.0, 1.0, 1.0]"
3111,729986.0,4.0,14,1.0,"[7502.0, 1254.0]","[1.0, 1.0]","[7502.0, 1254.0, 7502.0, 1254.0]","[1.0, 1.0, 1.0, 1.0]"
3112,730261.0,6.0,23,2.0,"[27964.0, 15442.0, 25745.0]","[1.0, 1.0, 1.0]","[27964.0, 15442.0, 25745.0, 27964.0]","[1.0, 1.0, 1.0, 1.0]"
3113,730261.0,6.0,23,2.0,"[27964.0, 15442.0, 25745.0]","[1.0, 1.0, 1.0]","[25745.0, 27964.0, 15442.0, 25745.0]","[1.0, 1.0, 1.0, 1.0]"
3114,730263.0,12.0,51,4.0,"[15309.0, 13235.0, 22555.0]","[1.0, 1.0, 1.0]","[15309.0, 13235.0, 22555.0, 15309.0]","[1.0, 1.0, 1.0, 1.0]"
3115,730263.0,12.0,51,4.0,"[15309.0, 13235.0, 22555.0]","[1.0, 1.0, 1.0]","[22555.0, 15309.0, 13235.0, 22555.0]","[1.0, 1.0, 1.0, 1.0]"
3116,730392.0,4.0,14,1.0,"[872.0, 21809.0]","[1.0, 1.0]","[872.0, 21809.0, 872.0, 21809.0]","[1.0, 1.0, 1.0, 1.0]"
3117,730464.0,4.0,16,1.0,"[12617.0, 12436.0]","[1.0, 1.0]","[12617.0, 12436.0, 12617.0, 12436.0]","[1.0, 1.0, 1.0, 1.0]"
3118,730560.0,5.0,21,1.0,"[24526.0, 13363.0, 105.0]","[1.0, 1.0, 1.0]","[24526.0, 13363.0, 105.0, 24526.0]","[1.0, 1.0, 1.0, 1.0]"
3119,730560.0,5.0,21,1.0,"[24526.0, 13363.0, 105.0]","[1.0, 1.0, 1.0]","[105.0, 24526.0, 13363.0, 105.0]","[1.0, 1.0, 1.0, 1.0]"
3120,730792.0,2.0,08,4.0,"[13835.0, 24792.0, 7167.0]","[1.0, 1.0, 1.0]","[13835.0, 24792.0, 7167.0, 13835.0]","[1.0, 1.0, 1.0, 1.0]"
3121,730792.0,2.0,08,4.0,"[13835.0, 24792.0, 7167.0]","[1.0, 1.0, 1.0]","[7167.0, 13835.0, 24792.0, 7167.0]","[1.0, 1.0, 1.0, 1.0]"
3122,730887.0,11.0,45,3.0,"[295.0, 2110.0]","[1.0, 1.0]","[295.0, 2110.0, 295.0, 2110.0]","[1.0, 1.0, 1.0, 1.0]"
3123,731513.0,5.0,18,1.0,"[26846.0, 21886.0]","[1.0, 1.0]","[26846.0, 21886.0, 26846.0, 21886.0]","[1.0, 1.0, 1.0, 1.0]"
3124,731517.0,4.0,17,1.0,"[6736.0, 14782.0]","[1.0, 1.0]","[6736.0, 14782.0, 6736.0, 14782.0]","[1.0, 1.0, 1.0, 1.0]"
3125,731572.0,10.0,44,3.0,"[2537.0, 4914.0]","[1.0, 1.0]","[2537.0, 4914.0, 2537.0, 4914.0]","[1.0, 1.0, 1.0, 1.0]"
3126,731987.0,11.0,48,3.0,"[24664.0, 25059.0]","[1.0, 1.0]","[24664.0, 25059.0, 24664.0, 25059.0]","[1.0, 1.0, 1.0, 1.0]"
3127,732088.0,2.0,07,4.0,"[3739.0, 11981.0]","[1.0, 1.0]","[3739.0, 11981.0, 3739.0, 11981.0]","[1.0, 1.0, 1.0, 1.0]"
3128,732375.0,4.0,17,1.0,"[27781.0, 26673.0]","[1.0, 1.0]","[27781.0, 26673.0, 27781.0, 26673.0]","[1.0, 1.0, 1.0, 1.0]"
3129,732505.0,5.0,22,1.0,"[5815.0, 16658.0]","[1.0, 1.0]","[5815.0, 16658.0, 5815.0, 16658.0]","[1.0, 1.0, 1.0, 1.0]"
3130,733316.0,1.0,01,4.0,"[21266.0, 23438.0]","[1.0, 1.0]","[21266.0, 23438.0, 21266.0, 23438.0]","[1.0, 1.0, 1.0, 1.0]"
3131,733466.0,9.0,39,3.0,"[10009.0, 24373.0]","[1.0, 1.0]","[10009.0, 24373.0, 10009.0, 24373.0]","[1.0, 1.0, 1.0, 1.0]"
3132,733530.0,4.0,14,1.0,"[15658.0, 6180.0]","[1.0, 1.0]","[15658.0, 6180.0, 15658.0, 6180.0]","[1.0, 1.0, 1.0, 1.0]"
3133,733619.0,11.0,48,3.0,"[5835.0, 19150.0]","[1.0, 1.0]","[5835.0, 19150.0, 5835.0, 19150.0]","[1.0, 1.0, 1.0, 1.0]"
3134,733937.0,11.0,48,3.0,"[8060.0, 5571.0]","[1.0, 1.0]","[8060.0, 5571.0, 8060.0, 5571.0]","[1.0, 1.0, 1.0, 1.0]"
3135,735092.0,8.0,32,2.0,"[12853.0, 24098.0, 8907.0, 19527.0]","[1.0, 1.0, 1.0, 1.0]","[12853.0, 24098.0, 8907.0, 19527.0]","[1.0, 1.0, 1.0, 1.0]"
3136,735130.0,12.0,52,4.0,"[27256.0, 6264.0, 1417.0]","[1.0, 1.0, 1.0]","[27256.0, 6264.0, 1417.0, 27256.0]","[1.0, 1.0, 1.0, 1.0]"
3137,735130.0,12.0,52,4.0,"[27256.0, 6264.0, 1417.0]","[1.0, 1.0, 1.0]","[1417.0, 27256.0, 6264.0, 1417.0]","[1.0, 1.0, 1.0, 1.0]"
3138,735884.0,3.0,09,1.0,"[7545.0, 22752.0]","[1.0, 1.0]","[7545.0, 22752.0, 7545.0, 22752.0]","[1.0, 1.0, 1.0, 1.0]"
3139,736047.0,6.0,26,2.0,"[16155.0, 14537.0]","[1.0, 1.0]","[16155.0, 14537.0, 16155.0, 14537.0]","[1.0, 1.0, 1.0, 1.0]"
3140,736501.0,10.0,41,3.0,"[9862.0, 24396.0]","[1.0, 1.0]","[9862.0, 24396.0, 9862.0, 24396.0]","[1.0, 1.0, 1.0, 1.0]"
3141,736816.0,7.0,29,2.0,"[1215.0, 15373.0]","[1.0, 1.0]","[1215.0, 15373.0, 1215.0, 15373.0]","[1.0, 1.0, 1.0, 1.0]"
3142,737112.0,12.0,51,4.0,"[26970.0, 28045.0]","[1.0, 1.0]","[26970.0, 28045.0, 26970.0, 28045.0]","[1.0, 1.0, 1.0, 1.0]"
3143,737645.0,1.0,01,4.0,"[24221.0, 3703.0]","[1.0, 1.0]","[24221.0, 3703.0, 24221.0, 3703.0]","[1.0, 1.0, 1.0, 1.0]"
3144,737791.0,11.0,48,3.0,"[436.0, 22243.0, 20962.0]","[1.0, 1.0, 1.0]","[436.0, 22243.0, 20962.0, 436.0]","[1.0, 1.0, 1.0, 1.0]"
3145,737791.0,11.0,48,3.0,"[436.0, 22243.0, 20962.0]","[1.0, 1.0, 1.0]","[20962.0, 436.0, 22243.0, 20962.0]","[1.0, 1.0, 1.0, 1.0]"
3146,738045.0,11.0,48,3.0,"[5614.0, 26785.0]","[1.0, 1.0]","[5614.0, 26785.0, 5614.0, 26785.0]","[1.0, 1.0, 1.0, 1.0]"
3147,738189.0,5.0,19,1.0,"[27476.0, 27476.0]","[1.0, 1.0]","[27476.0, 27476.0, 27476.0, 27476.0]","[1.0, 1.0, 1.0, 1.0]"
3148,738646.0,5.0,18,1.0,"[15716.0, 25579.0]","[1.0, 1.0]","[15716.0, 25579.0, 15716.0, 25579.0]","[1.0, 1.0, 1.0, 1.0]"
3149,738941.0,1.0,02,4.0,"[26471.0, 1213.0]","[1.0, 1.0]","[26471.0, 1213.0, 26471.0, 1213.0]","[1.0, 1.0, 1.0, 1.0]"
3150,739294.0,10.0,44,3.0,"[1327.0, 3392.0, 16615.0]","[1.0, 1.0, 1.0]","[1327.0, 3392.0, 16615.0, 1327.0]","[1.0, 1.0, 1.0, 1.0]"
3151,739294.0,10.0,44,3.0,"[1327.0, 3392.0, 16615.0]","[1.0, 1.0, 1.0]","[16615.0, 1327.0, 3392.0, 16615.0]","[1.0, 1.0, 1.0, 1.0]"
3152,739837.0,1.0,04,4.0,"[9284.0, 23948.0]","[1.0, 1.0]","[9284.0, 23948.0, 9284.0, 23948.0]","[1.0, 1.0, 1.0, 1.0]"
3153,740421.0,6.0,27,2.0,"[17696.0, 22832.0]","[1.0, 1.0]","[17696.0, 22832.0, 17696.0, 22832.0]","[1.0, 1.0, 1.0, 1.0]"
3154,740531.0,3.0,11,1.0,"[12497.0, 8708.0]","[1.0, 1.0]","[12497.0, 8708.0, 12497.0, 8708.0]","[1.0, 1.0, 1.0, 1.0]"
3155,740822.0,5.0,17,1.0,"[8515.0, 1092.0]","[1.0, 1.0]","[8515.0, 1092.0, 8515.0, 1092.0]","[1.0, 1.0, 1.0, 1.0]"
3156,740909.0,2.0,08,4.0,"[25016.0, 23639.0]","[1.0, 1.0]","[25016.0, 23639.0, 25016.0, 23639.0]","[1.0, 1.0, 1.0, 1.0]"
3157,740927.0,9.0,40,3.0,"[18289.0, 21890.0, 24469.0, 6346.0]","[1.0, 1.0, 1.0, 1.0]","[18289.0, 21890.0, 24469.0, 6346.0]","[1.0, 1.0, 1.0, 1.0]"
3158,741159.0,11.0,45,3.0,"[9847.0, 7972.0]","[1.0, 1.0]","[9847.0, 7972.0, 9847.0, 7972.0]","[1.0, 1.0, 1.0, 1.0]"
3159,741321.0,5.0,21,1.0,"[16479.0, 21577.0]","[1.0, 1.0]","[16479.0, 21577.0, 16479.0, 21577.0]","[1.0, 1.0, 1.0, 1.0]"
3160,741709.0,4.0,16,1.0,"[551.0, 12581.0]","[1.0, 1.0]","[551.0, 12581.0, 551.0, 12581.0]","[1.0, 1.0, 1.0, 1.0]"
3161,741846.0,8.0,35,2.0,"[24344.0, 868.0]","[1.0, 1.0]","[24344.0, 868.0, 24344.0, 868.0]","[1.0, 1.0, 1.0, 1.0]"
3162,741889.0,4.0,14,1.0,"[16223.0, 22956.0]","[1.0, 1.0]","[16223.0, 22956.0, 16223.0, 22956.0]","[1.0, 1.0, 1.0, 1.0]"
3163,742126.0,11.0,48,3.0,"[18240.0, 14858.0]","[1.0, 1.0]","[18240.0, 14858.0, 18240.0, 14858.0]","[1.0, 1.0, 1.0, 1.0]"
3164,742385.0,12.0,52,4.0,"[7328.0, 26412.0]","[1.0, 1.0]","[7328.0, 26412.0, 7328.0, 26412.0]","[1.0, 1.0, 1.0, 1.0]"
3165,742840.0,10.0,44,3.0,"[21202.0, 21859.0]","[1.0, 1.0]","[21202.0, 21859.0, 21202.0, 21859.0]","[1.0, 1.0, 1.0, 1.0]"
3166,742989.0,6.0,25,2.0,"[2101.0, 27670.0, 26627.0]","[1.0, 1.0, 1.0]","[2101.0, 27670.0, 26627.0, 2101.0]","[1.0, 1.0, 1.0, 1.0]"
3167,742989.0,6.0,25,2.0,"[2101.0, 27670.0, 26627.0]","[1.0, 1.0, 1.0]","[26627.0, 2101.0, 27670.0, 26627.0]","[1.0, 1.0, 1.0, 1.0]"
3168,743384.0,11.0,49,3.0,"[22747.0, 2447.0]","[1.0, 1.0]","[22747.0, 2447.0, 22747.0, 2447.0]","[1.0, 1.0, 1.0, 1.0]"
3169,743423.0,5.0,21,1.0,"[2303.0, 14927.0]","[1.0, 1.0]","[2303.0, 14927.0, 2303.0, 14927.0]","[1.0, 1.0, 1.0, 1.0]"
3170,743501.0,10.0,44,3.0,"[2855.0, 26044.0]","[1.0, 1.0]","[2855.0, 26044.0, 2855.0, 26044.0]","[1.0, 1.0, 1.0, 1.0]"
3171,743526.0,9.0,39,3.0,"[8088.0, 24362.0]","[1.0, 1.0]","[8088.0, 24362.0, 8088.0, 24362.0]","[1.0, 1.0, 1.0, 1.0]"
3172,743724.0,4.0,17,1.0,"[24348.0, 9064.0]","[1.0, 1.0]","[24348.0, 9064.0, 24348.0, 9064.0]","[1.0, 1.0, 1.0, 1.0]"
3173,743772.0,12.0,49,4.0,"[18657.0, 22747.0]","[1.0, 1.0]","[18657.0, 22747.0, 18657.0, 22747.0]","[1.0, 1.0, 1.0, 1.0]"
3174,743931.0,5.0,19,1.0,"[23380.0, 8073.0]","[1.0, 1.0]","[23380.0, 8073.0, 23380.0, 8073.0]","[1.0, 1.0, 1.0, 1.0]"
3175,744434.0,12.0,50,4.0,"[18142.0, 505.0]","[1.0, 1.0]","[18142.0, 505.0, 18142.0, 505.0]","[1.0, 1.0, 1.0, 1.0]"
3176,745263.0,12.0,50,4.0,"[16541.0, 27126.0]","[1.0, 1.0]","[16541.0, 27126.0, 16541.0, 27126.0]","[1.0, 1.0, 1.0, 1.0]"
3177,745365.0,3.0,12,1.0,"[21809.0, 5629.0]","[1.0, 1.0]","[21809.0, 5629.0, 21809.0, 5629.0]","[1.0, 1.0, 1.0, 1.0]"
3178,746035.0,5.0,21,1.0,"[24948.0, 23345.0]","[1.0, 1.0]","[24948.0, 23345.0, 24948.0, 23345.0]","[1.0, 1.0, 1.0, 1.0]"
3179,746347.0,12.0,51,4.0,"[6240.0, 7879.0]","[1.0, 1.0]","[6240.0, 7879.0, 6240.0, 7879.0]","[1.0, 1.0, 1.0, 1.0]"
3180,746418.0,9.0,39,3.0,"[10586.0, 1688.0]","[1.0, 1.0]","[10586.0, 1688.0, 10586.0, 1688.0]","[1.0, 1.0, 1.0, 1.0]"
3181,746510.0,11.0,48,3.0,"[12798.0, 5458.0, 4003.0]","[1.0, 1.0, 1.0]","[12798.0, 5458.0, 4003.0, 12798.0]","[1.0, 1.0, 1.0, 1.0]"
3182,746510.0,11.0,48,3.0,"[12798.0, 5458.0, 4003.0]","[1.0, 1.0, 1.0]","[4003.0, 12798.0, 5458.0, 4003.0]","[1.0, 1.0, 1.0, 1.0]"
3183,746700.0,11.0,48,3.0,"[948.0, 7833.0]","[1.0, 1.0]","[948.0, 7833.0, 948.0, 7833.0]","[1.0, 1.0, 1.0, 1.0]"
3184,746744.0,11.0,48,3.0,"[8755.0, 14392.0]","[1.0, 1.0]","[8755.0, 14392.0, 8755.0, 14392.0]","[1.0, 1.0, 1.0, 1.0]"
3185,746829.0,3.0,09,1.0,"[19882.0, 10269.0]","[1.0, 1.0]","[19882.0, 10269.0, 19882.0, 10269.0]","[1.0, 1.0, 1.0, 1.0]"
3186,747056.0,1.0,03,4.0,"[25754.0, 11669.0]","[1.0, 1.0]","[25754.0, 11669.0, 25754.0, 11669.0]","[1.0, 1.0, 1.0, 1.0]"
3187,747057.0,9.0,36,3.0,"[27657.0, 10168.0]","[1.0, 1.0]","[27657.0, 10168.0, 27657.0, 10168.0]","[1.0, 1.0, 1.0, 1.0]"
3188,747201.0,6.0,23,2.0,"[1215.0, 28139.0]","[1.0, 1.0]","[1215.0, 28139.0, 1215.0, 28139.0]","[1.0, 1.0, 1.0, 1.0]"
3189,747408.0,6.0,25,2.0,"[6274.0, 89.0]","[1.0, 1.0]","[6274.0, 89.0, 6274.0, 89.0]","[1.0, 1.0, 1.0, 1.0]"
3190,747889.0,6.0,23,2.0,"[6378.0, 9433.0]","[1.0, 1.0]","[6378.0, 9433.0, 6378.0, 9433.0]","[1.0, 1.0, 1.0, 1.0]"
3191,748071.0,5.0,19,1.0,"[4753.0, 4457.0]","[1.0, 1.0]","[4753.0, 4457.0, 4753.0, 4457.0]","[1.0, 1.0, 1.0, 1.0]"
3192,748422.0,5.0,20,1.0,"[22961.0, 957.0]","[1.0, 1.0]","[22961.0, 957.0, 22961.0, 957.0]","[1.0, 1.0, 1.0, 1.0]"
3193,748481.0,5.0,20,1.0,"[27096.0, 25166.0, 10498.0]","[1.0, 1.0, 1.0]","[27096.0, 25166.0, 10498.0, 27096.0]","[1.0, 1.0, 1.0, 1.0]"
3194,748481.0,5.0,20,1.0,"[27096.0, 25166.0, 10498.0]","[1.0, 1.0, 1.0]","[10498.0, 27096.0, 25166.0, 10498.0]","[1.0, 1.0, 1.0, 1.0]"
3195,748790.0,5.0,20,1.0,"[14932.0, 15140.0]","[1.0, 1.0]","[14932.0, 15140.0, 14932.0, 15140.0]","[1.0, 1.0, 1.0, 1.0]"
3196,749203.0,1.0,01,4.0,"[17204.0, 25116.0]","[1.0, 1.0]","[17204.0, 25116.0, 17204.0, 25116.0]","[1.0, 1.0, 1.0, 1.0]"
3197,749633.0,7.0,27,2.0,"[27858.0, 21644.0]","[1.0, 1.0]","[27858.0, 21644.0, 27858.0, 21644.0]","[1.0, 1.0, 1.0, 1.0]"
3198,750184.0,9.0,36,3.0,"[20574.0, 24501.0]","[1.0, 1.0]","[20574.0, 24501.0, 20574.0, 24501.0]","[1.0, 1.0, 1.0, 1.0]"
3199,750833.0,12.0,51,4.0,"[20409.0, 27244.0]","[1.0, 1.0]","[20409.0, 27244.0, 20409.0, 27244.0]","[1.0, 1.0, 1.0, 1.0]"
3200,751014.0,12.0,52,4.0,"[4976.0, 17382.0]","[1.0, 1.0]","[4976.0, 17382.0, 4976.0, 17382.0]","[1.0, 1.0, 1.0, 1.0]"
3201,751317.0,12.0,53,4.0,"[24269.0, 21727.0]","[1.0, 1.0]","[24269.0, 21727.0, 24269.0, 21727.0]","[1.0, 1.0, 1.0, 1.0]"
3202,751434.0,2.0,08,4.0,"[11316.0, 20162.0]","[1.0, 1.0]","[11316.0, 20162.0, 11316.0, 20162.0]","[1.0, 1.0, 1.0, 1.0]"
3203,752355.0,6.0,25,2.0,"[12251.0, 1874.0]","[1.0, 1.0]","[12251.0, 1874.0, 12251.0, 1874.0]","[1.0, 1.0, 1.0, 1.0]"
3204,753443.0,9.0,36,3.0,"[2402.0, 27884.0]","[1.0, 1.0]","[2402.0, 27884.0, 2402.0, 27884.0]","[1.0, 1.0, 1.0, 1.0]"
3205,754256.0,11.0,48,3.0,"[8267.0, 8502.0]","[1.0, 1.0]","[8267.0, 8502.0, 8267.0, 8502.0]","[1.0, 1.0, 1.0, 1.0]"
3206,754376.0,4.0,17,1.0,"[21951.0, 3099.0]","[1.0, 1.0]","[21951.0, 3099.0, 21951.0, 3099.0]","[1.0, 1.0, 1.0, 1.0]"
3207,754682.0,4.0,17,1.0,"[16728.0, 2751.0]","[1.0, 1.0]","[16728.0, 2751.0, 16728.0, 2751.0]","[1.0, 1.0, 1.0, 1.0]"
3208,755221.0,1.0,05,4.0,"[22916.0, 15547.0, 14368.0]","[1.0, 1.0, 1.0]","[22916.0, 15547.0, 14368.0, 22916.0]","[1.0, 1.0, 1.0, 1.0]"
3209,755221.0,1.0,05,4.0,"[22916.0, 15547.0, 14368.0]","[1.0, 1.0, 1.0]","[14368.0, 22916.0, 15547.0, 14368.0]","[1.0, 1.0, 1.0, 1.0]"
3210,755566.0,10.0,44,3.0,"[2365.0, 19736.0]","[1.0, 1.0]","[2365.0, 19736.0, 2365.0, 19736.0]","[1.0, 1.0, 1.0, 1.0]"
3211,756058.0,1.0,01,4.0,"[26736.0, 13902.0]","[1.0, 1.0]","[26736.0, 13902.0, 26736.0, 13902.0]","[1.0, 1.0, 1.0, 1.0]"
3212,756189.0,12.0,49,4.0,"[15224.0, 22524.0]","[1.0, 1.0]","[15224.0, 22524.0, 15224.0, 22524.0]","[1.0, 1.0, 1.0, 1.0]"
3213,756192.0,6.0,26,2.0,"[631.0, 631.0, 23350.0]","[1.0, 1.0, 1.0]","[631.0, 631.0, 23350.0, 631.0]","[1.0, 1.0, 1.0, 1.0]"
3214,756192.0,6.0,26,2.0,"[631.0, 631.0, 23350.0]","[1.0, 1.0, 1.0]","[23350.0, 631.0, 631.0, 23350.0]","[1.0, 1.0, 1.0, 1.0]"
3215,756234.0,2.0,06,4.0,"[17804.0, 24112.0]","[1.0, 1.0]","[17804.0, 24112.0, 17804.0, 24112.0]","[1.0, 1.0, 1.0, 1.0]"
3216,756263.0,4.0,15,1.0,"[18086.0, 11111.0]","[1.0, 1.0]","[18086.0, 11111.0, 18086.0, 11111.0]","[1.0, 1.0, 1.0, 1.0]"
3217,756383.0,10.0,41,3.0,"[4796.0, 13580.0]","[1.0, 1.0]","[4796.0, 13580.0, 4796.0, 13580.0]","[1.0, 1.0, 1.0, 1.0]"
3218,756812.0,4.0,16,1.0,"[14253.0, 12123.0]","[1.0, 1.0]","[14253.0, 12123.0, 14253.0, 12123.0]","[1.0, 1.0, 1.0, 1.0]"
3219,756902.0,11.0,48,3.0,"[7328.0, 20851.0]","[1.0, 1.0]","[7328.0, 20851.0, 7328.0, 20851.0]","[1.0, 1.0, 1.0, 1.0]"
3220,757632.0,6.0,24,2.0,"[1282.0, 24806.0]","[1.0, 1.0]","[1282.0, 24806.0, 1282.0, 24806.0]","[1.0, 1.0, 1.0, 1.0]"
3221,757774.0,4.0,15,1.0,"[27801.0, 19150.0, 10676.0]","[1.0, 1.0, 1.0]","[27801.0, 19150.0, 10676.0, 27801.0]","[1.0, 1.0, 1.0, 1.0]"
3222,757774.0,4.0,15,1.0,"[27801.0, 19150.0, 10676.0]","[1.0, 1.0, 1.0]","[10676.0, 27801.0, 19150.0, 10676.0]","[1.0, 1.0, 1.0, 1.0]"
3223,758417.0,5.0,19,1.0,"[21575.0, 7365.0]","[1.0, 1.0]","[21575.0, 7365.0, 21575.0, 7365.0]","[1.0, 1.0, 1.0, 1.0]"
3224,758713.0,5.0,19,1.0,"[8878.0, 11378.0, 21437.0]","[1.0, 1.0, 1.0]","[8878.0, 11378.0, 21437.0, 8878.0]","[1.0, 1.0, 1.0, 1.0]"
3225,758713.0,5.0,19,1.0,"[8878.0, 11378.0, 21437.0]","[1.0, 1.0, 1.0]","[21437.0, 8878.0, 11378.0, 21437.0]","[1.0, 1.0, 1.0, 1.0]"
3226,758758.0,3.0,09,1.0,"[9843.0, 7621.0, 16290.0]","[1.0, 1.0, 1.0]","[9843.0, 7621.0, 16290.0, 9843.0]","[1.0, 1.0, 1.0, 1.0]"
3227,758758.0,3.0,09,1.0,"[9843.0, 7621.0, 16290.0]","[1.0, 1.0, 1.0]","[16290.0, 9843.0, 7621.0, 16290.0]","[1.0, 1.0, 1.0, 1.0]"
3228,759299.0,11.0,48,3.0,"[5381.0, 16704.0, 11154.0, 22729.0]","[1.0, 1.0, 1.0, 1.0]","[5381.0, 16704.0, 11154.0, 22729.0]","[1.0, 1.0, 1.0, 1.0]"
3229,759978.0,8.0,35,2.0,"[21473.0, 21473.0]","[1.0, 1.0]","[21473.0, 21473.0, 21473.0, 21473.0]","[1.0, 1.0, 1.0, 1.0]"
3230,760547.0,3.0,09,1.0,"[6611.0, 9985.0]","[1.0, 1.0]","[6611.0, 9985.0, 6611.0, 9985.0]","[1.0, 1.0, 1.0, 1.0]"
3231,760937.0,4.0,14,1.0,"[27197.0, 563.0]","[1.0, 1.0]","[27197.0, 563.0, 27197.0, 563.0]","[1.0, 1.0, 1.0, 1.0]"
3232,761024.0,2.0,06,4.0,"[3327.0, 25529.0]","[1.0, 1.0]","[3327.0, 25529.0, 3327.0, 25529.0]","[1.0, 1.0, 1.0, 1.0]"
3233,761571.0,3.0,09,1.0,"[16607.0, 16607.0]","[1.0, 1.0]","[16607.0, 16607.0, 16607.0, 16607.0]","[1.0, 1.0, 1.0, 1.0]"
3234,762058.0,7.0,29,2.0,"[4500.0, 18911.0]","[1.0, 1.0]","[4500.0, 18911.0, 4500.0, 18911.0]","[1.0, 1.0, 1.0, 1.0]"
3235,762650.0,10.0,44,3.0,"[27842.0, 12819.0, 24084.0, 13409.0]","[1.0, 1.0, 1.0, 1.0]","[27842.0, 12819.0, 24084.0, 13409.0]","[1.0, 1.0, 1.0, 1.0]"
3236,763062.0,3.0,14,1.0,"[17376.0, 8755.0]","[1.0, 1.0]","[17376.0, 8755.0, 17376.0, 8755.0]","[1.0, 1.0, 1.0, 1.0]"
3237,763420.0,2.0,06,4.0,"[12908.0, 5570.0, 14632.0, 5704.0, 25355.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[12908.0, 5570.0, 14632.0, 5704.0]","[1.0, 1.0, 1.0, 1.0]"
3238,763420.0,2.0,06,4.0,"[12908.0, 5570.0, 14632.0, 5704.0, 25355.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[5570.0, 14632.0, 5704.0, 25355.0]","[1.0, 1.0, 1.0, 1.0]"
3239,763672.0,12.0,51,4.0,"[23196.0, 22630.0, 10823.0, 26391.0]","[1.0, 1.0, 1.0, 1.0]","[23196.0, 22630.0, 10823.0, 26391.0]","[1.0, 1.0, 1.0, 1.0]"
3240,763719.0,4.0,15,1.0,"[26853.0, 13709.0]","[1.0, 1.0]","[26853.0, 13709.0, 26853.0, 13709.0]","[1.0, 1.0, 1.0, 1.0]"
3241,763790.0,5.0,21,1.0,"[18657.0, 10163.0]","[1.0, 1.0]","[18657.0, 10163.0, 18657.0, 10163.0]","[1.0, 1.0, 1.0, 1.0]"
3242,764033.0,2.0,08,4.0,"[19478.0, 4441.0]","[1.0, 1.0]","[19478.0, 4441.0, 19478.0, 4441.0]","[1.0, 1.0, 1.0, 1.0]"
3243,764193.0,9.0,37,3.0,"[4949.0, 23418.0]","[1.0, 1.0]","[4949.0, 23418.0, 4949.0, 23418.0]","[1.0, 1.0, 1.0, 1.0]"
3244,764373.0,5.0,21,1.0,"[4051.0, 10918.0]","[1.0, 1.0]","[4051.0, 10918.0, 4051.0, 10918.0]","[1.0, 1.0, 1.0, 1.0]"
3245,764751.0,5.0,18,1.0,"[19217.0, 6326.0, 15914.0]","[1.0, 1.0, 1.0]","[19217.0, 6326.0, 15914.0, 19217.0]","[1.0, 1.0, 1.0, 1.0]"
3246,764751.0,5.0,18,1.0,"[19217.0, 6326.0, 15914.0]","[1.0, 1.0, 1.0]","[15914.0, 19217.0, 6326.0, 15914.0]","[1.0, 1.0, 1.0, 1.0]"
3247,764859.0,4.0,14,1.0,"[10527.0, 26292.0]","[1.0, 1.0]","[10527.0, 26292.0, 10527.0, 26292.0]","[1.0, 1.0, 1.0, 1.0]"
3248,765021.0,11.0,48,3.0,"[3327.0, 3327.0]","[1.0, 1.0]","[3327.0, 3327.0, 3327.0, 3327.0]","[1.0, 1.0, 1.0, 1.0]"
3249,765325.0,4.0,18,1.0,"[16417.0, 18175.0]","[1.0, 1.0]","[16417.0, 18175.0, 16417.0, 18175.0]","[1.0, 1.0, 1.0, 1.0]"
